image_name,invoice_id,customer_id,billing_address,shipping_address,date,due_date,product,amount,subtotal,tax_due,total
invoice_0001_page1.png,1001,CUST-845,"Isabella Rivera Rivera Communications 1919 Comms Dr Orlando, FL 32801","Isabella Rivera Rivera Communications 1919 Comms Dr Orlando, FL 32801",2025-06-13,2025-07-13,IT Infrastructure Assessment,600.0,2410.0,150.62,2560.62
invoice_0001_page1.png,1001,CUST-845,"Isabella Rivera Rivera Communications 1919 Comms Dr Orlando, FL 32801","Isabella Rivera Rivera Communications 1919 Comms Dr Orlando, FL 32801",2025-06-13,2025-07-13,Cloud Email Configuration,110.0,2410.0,150.62,2560.62
invoice_0001_page1.png,1001,CUST-845,"Isabella Rivera Rivera Communications 1919 Comms Dr Orlando, FL 32801","Isabella Rivera Rivera Communications 1919 Comms Dr Orlando, FL 32801",2025-06-13,2025-07-13,Inventory Management System,1250.0,2410.0,150.62,2560.62
invoice_0001_page1.png,1001,CUST-845,"Isabella Rivera Rivera Communications 1919 Comms Dr Orlando, FL 32801","Isabella Rivera Rivera Communications 1919 Comms Dr Orlando, FL 32801",2025-06-13,2025-07-13,API Integration,450.0,2410.0,150.62,2560.62
invoice_0002_page1.png,1002,CUST-100,"Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108 617-555-7890","Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108 617-555-7890",2025-07-08,2025-08-07,UXIUI Consulting,320.0,705.0,24.06,729.06
invoice_0002_page1.png,1002,CUST-100,"Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108 617-555-7890","Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108 617-555-7890",2025-07-08,2025-08-07,Router Configuration,45.0,705.0,24.06,729.06
invoice_0002_page1.png,1002,CUST-100,"Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108 617-555-7890","Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108 617-555-7890",2025-07-08,2025-08-07,Monthly Website Maintenance,90.0,705.0,24.06,729.06
invoice_0003_page1.png,1003,CUST-930,"Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105","Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105",2025-06-17,2025-07-17,Content Management Training,200.0,2074.0,117.12,2191.12
invoice_0003_page1.png,1003,CUST-930,"Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105","Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105",2025-06-17,2025-07-17,Web Hosting (1 Year),120.0,2074.0,117.12,2191.12
invoice_0003_page1.png,1003,CUST-930,"Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105","Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105",2025-06-17,2025-07-17,Cloud Migration Service,1200.0,2074.0,117.12,2191.12
